DW Steyn ,"{'SL Malinga': [1, 1, 0, 0, 0, 0, 0, 0, 1, 2], 'AD Russell': [0, 1, 0, 0, 0, 0, 0, 0, 1, 1], 'KA Pollard': [1, 2, 1, 0, 1, 0, 0, 0, 8, 5], 'R Vinay Kumar': [1, 2, 0, 0, 2, 0, 0, 0, 10, 5]}"
MG Johnson ,"{'JP Faulkner': [1, 2, 4, 0, 0, 0, 0, 0, 10, 7], 'MA Starc': [2, 0, 0, 0, 0, 0, 0, 0, 0, 2], 'R Vinay Kumar': [2, 3, 0, 0, 0, 0, 1, 0, 9, 6], 'P Kumar': [1, 3, 0, 0, 0, 0, 0, 0, 3, 4], 'R Ashwin': [0, 1, 0, 0, 0, 0, 0, 0, 1, 1], 'S Aravind': [1, 1, 0, 0, 0, 0, 0, 0, 1, 2], 'M Morkel': [2, 2, 0, 0, 0, 0, 0, 0, 2, 4], 'SL Malinga': [2, 1, 0, 0, 0, 0, 0, 0, 1, 3], 'B Kumar': [1, 1, 0, 0, 0, 0, 0, 0, 1, 2], 'CH Morris': [0, 4, 2, 0, 2, 0, 0, 0, 16, 8], 'TG Southee': [3, 0, 0, 0, 0, 0, 0, 0, 0, 3], 'RA Jadeja': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'P Suyal': [1, 1, 0, 0, 0, 0, 0, 0, 1, 2]}"
DA Miller ,"{'R Tewatia': [0, 2, 0, 0, 0, 0, 0, 0, 2, 2], 'JP Faulkner': [12, 0, 0, 0, 0, 0, 4, 0, 24, 16], 'TA Boult': [3, 4, 1, 0, 0, 0, 2, 0, 18, 10], 'MA Starc': [2, 2, 0, 0, 0, 0, 0, 0, 2, 4], 'Harbhajan Singh': [8, 9, 1, 0, 4, 0, 0, 0, 27, 22], 'AD Mathews': [3, 4, 0, 0, 2, 0, 0, 0, 12, 9], 'I Sharma': [4, 0, 0, 0, 2, 0, 3, 0, 26, 9], 'MJ McClenaghan': [3, 0, 0, 0, 0, 0, 0, 0, 0, 3], 'NM Coulter-Nile': [3, 2, 0, 0, 0, 0, 0, 0, 2, 5], 'RA Jadeja': [3, 4, 1, 0, 1, 0, 0, 0, 10, 9], 'GB Hogg': [1, 1, 0, 0, 0, 0, 0, 0, 1, 2], 'MC Henriques': [3, 12, 1, 0, 0, 0, 0, 0, 14, 16], 'HV Patel': [0, 1, 0, 0, 0, 0, 0, 0, 1, 1], 'PV Tambe': [1, 8, 2, 0, 0, 0, 0, 0, 12, 11], 'S Aravind': [4, 1, 0, 0, 1, 0, 0, 0, 5, 6], 'KV Sharma': [4, 6, 1, 0, 1, 0, 2, 0, 24, 14], 'B Kumar': [1, 2, 4, 0, 0, 0, 2, 0, 22, 9], 'JP Duminy': [8, 11, 1, 0, 0, 0, 0, 0, 13, 20], 'TG Southee': [3, 1, 0, 0, 1, 0, 1, 0, 11, 6], 'Imran Tahir': [3, 4, 0, 0, 1, 0, 1, 0, 14, 9], 'P Negi': [3, 0, 0, 0, 0, 0, 0, 0, 0, 3], 'Z Khan': [3, 2, 0, 0, 0, 0, 0, 0, 2, 5], 'YS Chahal': [0, 1, 0, 0, 0, 0, 2, 0, 13, 3], 'J Suchith': [4, 10, 1, 0, 1, 0, 1, 0, 22, 17], 'DS Kulkarni': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'UT Yadav': [0, 3, 1, 0, 0, 0, 0, 0, 5, 4], 'SL Malinga': [3, 4, 1, 0, 0, 0, 0, 0, 6, 8], 'STR Binny': [4, 0, 1, 0, 2, 0, 0, 0, 10, 7], 'CH Morris': [4, 2, 0, 0, 0, 0, 0, 0, 2, 6], 'KA Pollard': [1, 2, 2, 0, 1, 0, 0, 0, 10, 6], 'SR Watson': [0, 2, 4, 0, 0, 0, 2, 0, 22, 8], 'R Vinay Kumar': [2, 2, 0, 0, 0, 0, 0, 0, 2, 4], 'R Ashwin': [8, 4, 0, 0, 0, 0, 0, 0, 4, 12], 'DJ Hooda': [6, 8, 4, 0, 2, 0, 4, 0, 48, 24], 'A Mishra': [1, 5, 0, 0, 1, 0, 0, 0, 9, 7], 'AD Russell': [0, 1, 0, 0, 2, 0, 2, 0, 21, 5]}"
S Dhawan ,"{'MM Sharma': [6, 5, 0, 0, 2, 0, 0, 0, 13, 13], 'RG More': [0, 1, 0, 0, 1, 0, 0, 0, 5, 2], 'YK Pathan': [2, 8, 0, 0, 0, 0, 0, 0, 8, 10], 'D Wiese': [1, 0, 0, 0, 1, 0, 0, 0, 4, 2], 'JP Faulkner': [4, 1, 1, 0, 0, 0, 0, 0, 3, 6], 'A Nehra': [6, 6, 1, 1, 3, 0, 0, 0, 23, 17], 'BE Hendricks': [0, 2, 0, 0, 2, 0, 0, 0, 10, 4], 'DJ Muthuswami': [8, 0, 0, 0, 0, 0, 0, 0, 0, 8], 'MA Starc': [1, 1, 0, 0, 0, 0, 0, 0, 1, 2], 'Harbhajan Singh': [3, 1, 0, 0, 4, 0, 1, 0, 23, 9], 'SL Malinga': [5, 3, 1, 0, 1, 0, 0, 0, 9, 10], 'PP Chawla': [0, 4, 2, 0, 0, 0, 2, 0, 20, 8], 'MJ McClenaghan': [8, 1, 1, 0, 2, 0, 0, 0, 11, 12], 'GB Hogg': [2, 1, 0, 0, 0, 0, 0, 0, 1, 3], 'Gurkeerat Singh': [0, 2, 0, 0, 0, 0, 0, 0, 2, 2], 'DJ Bravo': [2, 1, 0, 0, 1, 0, 0, 0, 5, 4], 'NM Coulter-Nile': [4, 4, 2, 1, 0, 0, 0, 0, 11, 11], 'Anureet Singh': [2, 1, 0, 0, 0, 0, 0, 0, 1, 3], 'HV Patel': [1, 3, 1, 0, 0, 0, 0, 0, 5, 5], 'J Botha': [9, 15, 0, 0, 0, 0, 0, 0, 15, 24], 'Sandeep Sharma': [4, 1, 1, 0, 2, 0, 0, 0, 11, 8], 'AN Ahmed': [7, 3, 0, 0, 0, 0, 2, 0, 15, 12], 'SP Narine': [4, 4, 2, 2, 2, 0, 0, 0, 22, 14], 'PV Tambe': [0, 4, 0, 0, 0, 0, 1, 0, 10, 5], 'GJ Maxwell': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'JP Duminy': [2, 4, 0, 0, 0, 0, 0, 0, 4, 6], 'TG Southee': [8, 0, 0, 0, 0, 0, 0, 0, 0, 8], 'SA Abbott': [2, 2, 0, 0, 2, 0, 0, 0, 10, 6], 'P Negi': [1, 3, 0, 0, 1, 0, 0, 0, 7, 5], 'Z Khan': [5, 0, 0, 0, 2, 0, 0, 0, 8, 7], 'MG Johnson': [1, 1, 0, 0, 0, 0, 0, 0, 1, 2], 'YS Chahal': [0, 8, 0, 0, 0, 0, 0, 0, 8, 8], 'J Yadav': [0, 2, 0, 0, 0, 0, 0, 0, 2, 2], 'DS Kulkarni': [7, 3, 0, 0, 6, 0, 0, 0, 27, 16], 'UT Yadav': [6, 8, 0, 0, 4, 0, 0, 0, 24, 18], 'AD Mathews': [6, 0, 0, 0, 6, 0, 0, 0, 24, 12], 'CH Morris': [1, 1, 0, 0, 0, 0, 0, 0, 1, 2], 'SR Watson': [0, 2, 0, 0, 0, 0, 0, 0, 2, 2], 'SK Raina': [2, 6, 0, 0, 1, 0, 0, 0, 10, 9], 'DJG Sammy': [1, 4, 0, 0, 1, 0, 0, 0, 8, 6], 'VR Aaron': [4, 3, 0, 0, 1, 0, 0, 0, 7, 8], 'DJ Hooda': [7, 7, 1, 0, 4, 0, 1, 0, 31, 20], 'M Morkel': [8, 12, 0, 0, 2, 0, 0, 0, 20, 22], 'AD Russell': [4, 1, 0, 0, 3, 0, 0, 0, 13, 8]}"
P Negi ,"{'GB Hogg': [2, 1, 0, 0, 0, 0, 1, 0, 7, 4], 'SR Watson': [0, 1, 0, 0, 0, 0, 0, 0, 1, 1], 'D Wiese': [2, 1, 0, 0, 1, 0, 0, 0, 5, 4], 'Z Khan': [3, 0, 1, 0, 0, 0, 0, 0, 2, 4], 'YS Chahal': [0, 1, 0, 0, 0, 0, 1, 0, 7, 2], 'HV Patel': [0, 1, 2, 0, 0, 0, 1, 0, 11, 4], 'GS Sandhu': [1, 3, 0, 0, 0, 0, 0, 0, 3, 4], 'MA Starc': [1, 2, 0, 0, 0, 0, 0, 0, 2, 3], 'R Vinay Kumar': [1, 4, 1, 0, 1, 0, 0, 0, 10, 7], 'A Ashish Reddy': [0, 2, 0, 0, 1, 0, 1, 0, 12, 4], 'P Kumar': [0, 3, 0, 0, 0, 0, 0, 0, 3, 3], 'M de Lange': [2, 1, 1, 1, 3, 0, 0, 0, 18, 8], 'MJ McClenaghan': [1, 2, 2, 0, 0, 0, 1, 0, 12, 6], 'SL Malinga': [2, 2, 0, 0, 0, 0, 0, 0, 2, 4], 'B Kumar': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'CH Morris': [1, 1, 0, 0, 0, 0, 0, 0, 1, 2], 'AD Russell': [0, 1, 1, 0, 1, 0, 0, 0, 7, 3], 'MC Henriques': [3, 0, 0, 0, 0, 0, 0, 0, 0, 3], 'PJ Cummins': [2, 1, 0, 0, 3, 0, 0, 0, 13, 6]}"
PJ Cummins ,"{'A Nehra': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'DJ Bravo': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1]}"
JP Duminy ,"{'MM Sharma': [0, 2, 0, 0, 1, 0, 0, 0, 6, 3], 'AR Patel': [2, 0, 0, 0, 0, 0, 0, 0, 0, 2], 'D Wiese': [2, 6, 2, 0, 0, 0, 0, 0, 10, 10], 'JP Faulkner': [8, 5, 3, 0, 1, 0, 1, 0, 21, 18], 'MA Starc': [4, 3, 4, 0, 3, 0, 0, 0, 23, 14], 'Harbhajan Singh': [6, 7, 2, 0, 0, 0, 0, 0, 11, 15], 'HH Pandya': [0, 3, 0, 0, 1, 0, 0, 0, 7, 4], 'STR Binny': [1, 0, 0, 0, 1, 0, 1, 0, 10, 3], 'R Bhatia': [2, 3, 1, 0, 1, 0, 1, 0, 15, 8], 'MJ McClenaghan': [4, 2, 0, 0, 0, 0, 0, 0, 2, 6], 'GB Hogg': [0, 2, 0, 0, 0, 0, 0, 0, 2, 2], 'CH Gayle': [1, 3, 1, 0, 0, 0, 1, 0, 11, 6], 'DJ Bravo': [0, 2, 0, 0, 0, 0, 0, 0, 2, 2], 'Anureet Singh': [6, 2, 0, 0, 2, 0, 0, 0, 10, 10], 'A Ashish Reddy': [0, 4, 0, 0, 0, 0, 0, 0, 4, 4], 'KA Pollard': [0, 4, 0, 0, 1, 0, 2, 0, 20, 7], 'HV Patel': [4, 4, 0, 0, 2, 0, 0, 0, 12, 10], 'J Botha': [0, 2, 0, 0, 1, 0, 0, 0, 6, 3], 'Sandeep Sharma': [2, 4, 2, 0, 2, 0, 0, 0, 16, 10], 'SP Narine': [7, 4, 0, 0, 1, 0, 1, 0, 14, 13], 'PV Tambe': [2, 4, 0, 0, 0, 0, 0, 0, 4, 6], 'Parvez Rasool': [2, 5, 1, 0, 0, 0, 0, 0, 7, 8], 'KV Sharma': [1, 9, 0, 0, 0, 0, 0, 0, 9, 10], 'RS Bopara': [6, 10, 2, 0, 8, 0, 2, 0, 58, 28], 'JJ Bumrah': [3, 5, 1, 0, 1, 0, 4, 0, 35, 14], 'PP Chawla': [1, 3, 0, 0, 0, 0, 0, 0, 3, 4], 'MG Johnson': [2, 4, 0, 0, 2, 0, 0, 0, 12, 8], 'YS Chahal': [3, 6, 0, 0, 0, 0, 2, 0, 18, 11], 'J Suchith': [1, 1, 0, 0, 1, 0, 0, 0, 5, 3], 'DS Kulkarni': [0, 4, 1, 0, 0, 0, 0, 0, 6, 5], 'UT Yadav': [2, 2, 0, 0, 2, 0, 0, 0, 10, 6], 'B Kumar': [14, 1, 4, 0, 0, 0, 0, 0, 9, 19], 'SL Malinga': [9, 4, 0, 0, 1, 0, 0, 0, 8, 14], 'CH Morris': [1, 3, 1, 0, 0, 0, 2, 0, 17, 7], 'MC Henriques': [1, 2, 0, 0, 0, 0, 0, 0, 2, 3], 'DW Steyn': [8, 6, 0, 0, 2, 0, 2, 0, 26, 18], 'SR Watson': [6, 2, 1, 0, 0, 0, 1, 0, 10, 10], 'TG Southee': [3, 5, 0, 1, 0, 0, 0, 0, 8, 9], 'R Dhawan': [4, 4, 0, 0, 0, 0, 0, 0, 4, 8], 'R Vinay Kumar': [1, 2, 0, 0, 1, 0, 2, 0, 18, 6], 'VR Aaron': [3, 1, 0, 0, 1, 0, 0, 0, 5, 5], 'AB Dinda': [0, 1, 0, 0, 0, 0, 0, 0, 1, 1], 'P Kumar': [3, 4, 0, 0, 0, 0, 0, 0, 4, 7], 'DJ Hooda': [3, 7, 1, 0, 0, 0, 0, 0, 9, 11], 'M Morkel': [4, 0, 0, 0, 0, 0, 0, 0, 0, 4], 'IC Pandey': [5, 1, 1, 0, 0, 0, 0, 0, 3, 7], 'I Sharma': [0, 1, 0, 0, 0, 0, 0, 0, 1, 1]}"
SS Iyer ,"{'MM Sharma': [3, 4, 0, 0, 2, 0, 0, 0, 12, 9], 'AR Patel': [0, 5, 0, 0, 0, 0, 1, 0, 11, 6], 'D Wiese': [1, 2, 0, 0, 0, 0, 0, 0, 2, 3], 'JP Faulkner': [1, 1, 0, 0, 1, 0, 1, 0, 11, 4], 'A Nehra': [3, 1, 0, 0, 1, 0, 0, 0, 5, 5], 'MA Starc': [4, 2, 0, 0, 0, 0, 1, 0, 8, 7], 'Harbhajan Singh': [4, 7, 0, 0, 1, 0, 2, 0, 23, 14], 'HH Pandya': [4, 3, 0, 0, 1, 0, 0, 0, 7, 8], 'PP Chawla': [3, 10, 2, 0, 1, 0, 1, 0, 24, 17], 'MJ McClenaghan': [12, 2, 1, 0, 5, 0, 2, 0, 36, 22], 'GB Hogg': [3, 3, 0, 0, 1, 0, 0, 0, 7, 7], 'RA Jadeja': [2, 4, 0, 0, 1, 0, 0, 0, 8, 7], 'SN Thakur': [3, 2, 1, 0, 1, 0, 2, 0, 20, 9], 'Anureet Singh': [4, 4, 0, 0, 2, 0, 0, 0, 12, 10], 'A Ashish Reddy': [2, 2, 2, 0, 0, 0, 2, 0, 18, 8], 'HV Patel': [2, 1, 0, 0, 0, 0, 0, 0, 1, 3], 'TG Southee': [4, 3, 0, 0, 1, 0, 0, 0, 7, 8], 'Sandeep Sharma': [14, 1, 2, 0, 2, 0, 0, 0, 13, 19], 'SP Narine': [3, 2, 0, 0, 0, 0, 0, 0, 2, 5], 'PV Tambe': [4, 4, 0, 0, 1, 0, 1, 0, 14, 10], 'KV Sharma': [4, 6, 0, 0, 0, 0, 6, 0, 42, 16], 'B Kumar': [9, 2, 0, 0, 0, 0, 0, 0, 2, 11], 'JJ Bumrah': [1, 3, 1, 0, 2, 0, 1, 0, 19, 8], 'P Negi': [3, 5, 1, 0, 2, 0, 0, 0, 15, 11], 'DS Kulkarni': [4, 0, 0, 0, 2, 0, 0, 0, 8, 6], 'DW Steyn': [8, 2, 4, 0, 2, 0, 0, 0, 18, 16], 'RS Bopara': [4, 8, 0, 0, 0, 0, 0, 0, 8, 12], 'SL Malinga': [6, 3, 1, 0, 1, 0, 0, 0, 9, 11], 'CH Morris': [5, 1, 0, 0, 0, 0, 1, 0, 7, 7], 'KA Pollard': [1, 4, 0, 0, 0, 0, 0, 0, 4, 5], 'UT Yadav': [3, 6, 0, 0, 0, 0, 0, 0, 6, 9], 'SR Watson': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'NLTC Perera': [0, 4, 1, 0, 1, 0, 0, 0, 10, 6], 'SK Raina': [1, 2, 0, 0, 1, 0, 0, 0, 6, 4], 'R Vinay Kumar': [3, 2, 1, 0, 0, 0, 0, 0, 4, 6], 'AB Dinda': [1, 3, 1, 0, 1, 0, 0, 0, 9, 6], 'P Kumar': [14, 4, 0, 0, 4, 0, 2, 0, 32, 24], 'R Ashwin': [6, 3, 2, 0, 2, 0, 0, 0, 15, 13], 'DJ Hooda': [4, 2, 0, 0, 0, 0, 0, 0, 2, 6], 'M Morkel': [8, 2, 2, 0, 4, 0, 0, 0, 22, 16], 'AD Russell': [13, 9, 1, 0, 3, 0, 3, 0, 41, 29], 'IC Pandey': [2, 2, 0, 0, 2, 0, 1, 0, 16, 7]}"
Iqbal Abdulla ,"{'SL Malinga': [2, 2, 0, 0, 2, 0, 0, 0, 10, 6], 'HH Pandya': [2, 2, 0, 0, 0, 0, 0, 0, 2, 4], 'DJ Bravo': [3, 0, 0, 0, 0, 0, 0, 0, 0, 3], 'JJ Bumrah': [8, 2, 0, 0, 6, 0, 0, 0, 26, 16], 'MJ McClenaghan': [2, 2, 0, 0, 0, 0, 0, 0, 2, 4]}"
A Nehra ,"{'SL Malinga': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'GB Hogg': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'AD Russell': [2, 1, 0, 0, 0, 0, 0, 0, 1, 3], 'MA Starc': [3, 0, 0, 0, 0, 0, 0, 0, 0, 3]}"
WP Saha ,"{'MM Sharma': [2, 1, 0, 0, 0, 0, 0, 0, 1, 3], 'Bipul Sharma': [1, 1, 0, 0, 0, 0, 0, 0, 1, 2], 'D Wiese': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'JP Faulkner': [0, 2, 0, 0, 2, 0, 0, 0, 10, 4], 'A Nehra': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'TA Boult': [2, 1, 0, 0, 1, 0, 0, 0, 5, 4], 'MA Starc': [2, 4, 1, 0, 2, 0, 0, 0, 14, 9], 'SL Malinga': [1, 3, 0, 0, 1, 0, 0, 0, 7, 5], 'PP Chawla': [1, 4, 3, 1, 0, 0, 0, 0, 13, 9], 'MJ McClenaghan': [2, 2, 1, 0, 0, 0, 0, 0, 4, 5], 'NM Coulter-Nile': [3, 2, 0, 0, 0, 0, 2, 0, 14, 7], 'RA Jadeja': [1, 4, 0, 0, 0, 0, 0, 0, 4, 5], 'DJ Bravo': [2, 2, 2, 0, 0, 0, 0, 0, 6, 6], 'A Mishra': [6, 10, 2, 0, 0, 0, 0, 0, 14, 18], 'GB Hogg': [2, 2, 0, 0, 0, 0, 1, 0, 8, 5], 'SP Narine': [3, 3, 0, 0, 0, 0, 1, 0, 9, 7], 'PV Tambe': [0, 2, 0, 0, 0, 0, 0, 0, 2, 2], 'S Aravind': [5, 2, 0, 0, 4, 0, 2, 0, 30, 13], 'KV Sharma': [3, 7, 0, 0, 0, 0, 0, 0, 7, 10], 'B Kumar': [1, 1, 2, 0, 0, 0, 1, 0, 11, 5], 'JP Duminy': [0, 2, 0, 0, 0, 0, 0, 0, 2, 2], 'TG Southee': [2, 0, 0, 1, 1, 0, 0, 0, 7, 4], 'Imran Tahir': [0, 2, 2, 0, 0, 0, 0, 0, 6, 4], 'P Negi': [4, 1, 1, 0, 1, 0, 0, 0, 7, 7], 'DJ Muthuswami': [6, 2, 0, 0, 0, 0, 2, 0, 14, 10], 'Z Khan': [2, 1, 0, 0, 0, 0, 0, 0, 1, 3], 'UT Yadav': [9, 1, 4, 0, 2, 0, 2, 0, 29, 18], 'AD Mathews': [4, 6, 0, 0, 0, 0, 2, 0, 18, 12], 'CH Morris': [2, 2, 0, 0, 6, 0, 0, 0, 26, 10], 'MC Henriques': [5, 6, 3, 0, 0, 0, 0, 0, 12, 14], 'R Vinay Kumar': [1, 1, 0, 0, 0, 0, 0, 0, 1, 2], 'P Kumar': [0, 3, 1, 0, 1, 0, 0, 0, 9, 5], 'Yuvraj Singh': [0, 4, 4, 0, 0, 0, 0, 0, 12, 8], 'R Ashwin': [4, 4, 0, 0, 0, 0, 0, 0, 4, 8], 'M Morkel': [4, 2, 0, 0, 0, 0, 0, 0, 2, 6], 'AD Russell': [0, 2, 0, 0, 0, 0, 0, 0, 2, 2], 'IC Pandey': [2, 2, 0, 0, 0, 0, 1, 0, 8, 5], 'I Sharma': [1, 2, 0, 0, 0, 0, 0, 0, 2, 3]}"
R Vinay Kumar ,"{'B Kumar': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'DJ Bravo': [2, 0, 0, 0, 0, 0, 0, 0, 0, 2]}"
AR Patel ,"{'D Wiese': [0, 4, 0, 0, 1, 0, 0, 0, 8, 5], 'JP Faulkner': [4, 3, 4, 0, 2, 0, 0, 0, 19, 13], 'TA Boult': [1, 1, 0, 0, 1, 0, 0, 0, 5, 3], 'MA Starc': [0, 3, 1, 0, 0, 0, 0, 0, 5, 4], 'SL Malinga': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'I Sharma': [0, 2, 0, 0, 1, 0, 0, 0, 6, 3], 'A Mishra': [2, 6, 0, 0, 0, 0, 2, 0, 18, 10], 'RA Jadeja': [4, 7, 0, 0, 1, 0, 1, 0, 17, 13], 'DJ Bravo': [2, 4, 0, 0, 0, 0, 1, 0, 10, 7], 'NM Coulter-Nile': [1, 1, 0, 0, 0, 0, 0, 0, 1, 2], 'HV Patel': [3, 3, 0, 0, 1, 0, 1, 0, 13, 8], 'SP Narine': [2, 2, 0, 0, 0, 0, 0, 0, 2, 4], 'PV Tambe': [2, 5, 1, 0, 1, 0, 0, 0, 11, 9], 'AD Mathews': [3, 6, 0, 0, 0, 0, 0, 0, 6, 9], 'S Aravind': [1, 0, 0, 0, 2, 0, 0, 0, 8, 3], 'KV Sharma': [0, 1, 0, 0, 0, 0, 0, 0, 1, 1], 'B Kumar': [1, 3, 0, 0, 0, 0, 0, 0, 3, 4], 'JP Duminy': [2, 1, 0, 0, 0, 0, 0, 0, 1, 3], 'TG Southee': [2, 0, 0, 0, 0, 0, 0, 0, 0, 2], 'Imran Tahir': [7, 9, 2, 0, 0, 0, 1, 0, 19, 19], 'P Negi': [0, 3, 0, 0, 0, 0, 0, 0, 3, 3], 'Z Khan': [0, 3, 0, 0, 0, 0, 0, 0, 3, 3], 'YS Chahal': [7, 4, 1, 0, 2, 0, 2, 0, 26, 16], 'DS Kulkarni': [0, 1, 0, 0, 1, 0, 0, 0, 5, 2], 'UT Yadav': [0, 2, 0, 0, 0, 0, 0, 0, 2, 2], 'STR Binny': [2, 2, 0, 0, 0, 0, 0, 0, 2, 4], 'CH Morris': [1, 7, 0, 0, 0, 0, 0, 0, 7, 8], 'MC Henriques': [1, 3, 1, 0, 0, 0, 1, 0, 11, 6], 'SK Raina': [0, 2, 0, 0, 1, 0, 0, 0, 6, 3], 'P Kumar': [2, 4, 1, 0, 0, 0, 0, 0, 6, 7], 'R Ashwin': [8, 5, 0, 0, 0, 0, 0, 0, 5, 13], 'DJ Hooda': [0, 4, 0, 0, 0, 0, 0, 0, 4, 4]}"
CJ Anderson ,"{'DJ Hooda': [4, 2, 0, 0, 0, 0, 0, 0, 2, 6], 'AR Patel': [2, 0, 0, 0, 0, 0, 0, 0, 0, 2], 'JP Faulkner': [12, 0, 2, 0, 0, 0, 2, 0, 16, 16], 'A Nehra': [12, 0, 0, 0, 2, 0, 0, 0, 8, 14], 'MG Johnson': [4, 0, 0, 0, 0, 0, 0, 0, 0, 4], 'Sandeep Sharma': [3, 1, 0, 0, 1, 0, 0, 0, 5, 5], 'DS Kulkarni': [2, 4, 0, 0, 0, 0, 0, 0, 4, 6], 'UT Yadav': [0, 1, 1, 0, 0, 0, 0, 0, 3, 2], 'SP Narine': [2, 4, 0, 0, 0, 0, 0, 0, 4, 6], 'PV Tambe': [2, 6, 0, 0, 2, 0, 0, 0, 14, 10], 'PP Chawla': [1, 2, 0, 0, 2, 0, 0, 0, 10, 5], 'STR Binny': [4, 0, 0, 0, 2, 0, 0, 0, 8, 6], 'M Morkel': [7, 1, 0, 0, 1, 0, 0, 0, 5, 9], 'CH Morris': [14, 2, 2, 0, 4, 0, 2, 0, 34, 24], 'AD Russell': [5, 4, 0, 0, 0, 0, 1, 0, 10, 10], 'TG Southee': [2, 2, 0, 0, 2, 0, 2, 0, 22, 8], 'Shakib Al Hasan': [1, 3, 2, 0, 1, 0, 2, 0, 23, 9]}"
J Suchith ,"{'DJ Bravo': [0, 1, 0, 0, 0, 0, 0, 0, 1, 1], 'R Dhawan': [4, 2, 0, 0, 1, 0, 0, 0, 6, 7], 'Anureet Singh': [1, 1, 0, 0, 0, 0, 0, 0, 1, 2], 'AR Patel': [2, 3, 0, 0, 2, 0, 1, 0, 17, 8], 'MG Johnson': [2, 0, 0, 0, 1, 0, 1, 0, 10, 4], 'YS Chahal': [1, 0, 1, 0, 0, 0, 0, 0, 2, 2], 'MA Starc': [0, 2, 0, 0, 0, 0, 0, 0, 2, 2], 'TA Boult': [0, 1, 1, 0, 0, 0, 0, 0, 3, 2], 'B Kumar': [0, 0, 3, 0, 0, 0, 0, 0, 6, 3], 'CH Morris': [2, 0, 0, 0, 0, 0, 0, 0, 0, 2]}"
KS Williamson ,"{'MM Sharma': [0, 2, 0, 0, 1, 0, 1, 0, 12, 4], 'DJ Bravo': [1, 5, 0, 0, 0, 0, 0, 0, 5, 6], 'A Nehra': [1, 2, 1, 0, 0, 0, 0, 0, 4, 4], 'HV Patel': [3, 2, 0, 0, 0, 0, 0, 0, 2, 5], 'YS Chahal': [1, 3, 0, 0, 0, 0, 0, 0, 3, 4], 'IC Pandey': [0, 1, 0, 0, 0, 0, 0, 0, 1, 1], 'RA Jadeja': [0, 2, 1, 0, 0, 0, 0, 0, 4, 3]}"
NLTC Perera ,"{'UT Yadav': [2, 0, 0, 0, 0, 0, 0, 0, 0, 2], 'JP Duminy': [1, 2, 0, 0, 0, 0, 0, 0, 2, 3], 'AD Russell': [6, 2, 0, 0, 0, 0, 2, 0, 14, 10], 'PP Chawla': [0, 4, 0, 0, 0, 0, 0, 0, 4, 4], 'NM Coulter-Nile': [3, 1, 0, 0, 0, 0, 0, 0, 1, 4]}"
MA Starc ,"{'MM Sharma': [2, 5, 0, 0, 2, 0, 0, 0, 13, 9], 'DJ Bravo': [4, 7, 0, 0, 0, 0, 0, 0, 7, 11]}"
MJ McClenaghan ,"{'Imran Tahir': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'B Kumar': [0, 1, 0, 0, 0, 0, 0, 0, 1, 1], 'YS Chahal': [2, 0, 0, 0, 0, 0, 2, 0, 12, 4]}"
B Kumar ,"{'UT Yadav': [0, 1, 0, 0, 1, 0, 1, 0, 11, 3], 'AD Russell': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'KA Pollard': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'MJ McClenaghan': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'R Vinay Kumar': [2, 0, 1, 0, 1, 0, 0, 0, 6, 4]}"
